tf,target,confidence
MAX,CENPP,Low
MAX,CENPL,Low
MAX,CENPK,Low
MAX,CENPF,Low
MAX,CENPE,Low
MAX,CENPBD1,Low
MAX,CELSR3,Low
MAX,CELSR2,Low
MAX,CECR5-AS1,Low
MAX,CECR5,Low
MAX,CECR2,Low
MAX,CEBPZ,Low
MAX,CEBPB,Low
MAX,CEBPA,Low
MAX,CDYL,Low
MAX,CDV3,Low
MAX,CDSN,Low
MAX,CDR2,Low
MAX,CDKN2D,Low
MAX,CDKN1B,Low
MAX,CDKL1,Low
MAX,CDK8,Low
MAX,CDK7,Low
MAX,CDK5RAP2,Low
MAX,CDK5R1,Low
MAX,CDK5,Low
MAX,CDK20,Low
MAX,CDK2,Low
MAX,CDK10,Low
MAX,CDIPT,Low
MAX,CDH24,Low
MAX,CDH23,Low
MAX,CDCA8,Low
MAX,CDCA4,Low
MAX,CDC73,Low
MAX,CDC45,Low
MAX,CDC42SE2,Low
MAX,CDC42,Low
MAX,CDC37,Low
MAX,CDC34,Low
MAX,CDC16,Low
MAX,CD97,Low
MAX,CD55,Low
MAX,CD38,Low
MAX,CD320,Low
MAX,CD300A,Low
MAX,CD2BP2,Low
MAX,CD27-AS1,Low
MAX,CD164,Low
MAX,CCZ1B,Low
MAX,CCZ1,Low
MAX,CCRN4L,Low
MAX,CCR4,Low
MAX,CCNYL1,Low
MAX,CCNT2,Low
MAX,CCNT1,Low
MAX,CCNL2,Low
MAX,CCNL1,Low
MAX,CCNG2,Low
MAX,CCNE1,Low
MAX,CCND3,Low
MAX,CCND2,Low
MAX,CCNB1IP1,Low
MAX,CCNB1,Low
MAX,CCL5,Low
MAX,CCL25,Low
MAX,CCK,Low
MAX,CCDC97,Low
MAX,CCDC90A,Low
MAX,CCDC9,Low
MAX,CCDC88C,Low
MAX,CCDC88B,Low
MAX,CCDC86,Low
MAX,CCDC85C,Low
MAX,CCDC8,Low
MAX,CCDC76,Low
MAX,CCDC72,Low
MAX,CCDC71,Low
MAX,CCDC61,Low
MAX,CCDC58,Low
MAX,CCDC57,Low
MAX,CCDC51,Low
MAX,CCDC47,Low
MAX,CCDC41,Low
MAX,CCDC38,Low
MAX,CCDC34,Low
MAX,CCDC24,Low
MAX,CCDC169-SOHLH2,Low
MAX,CCDC169,Low
MAX,CCDC155,Low
MAX,CCDC151,Low
MAX,CCDC147,Low
MAX,CCDC137,Low
MAX,CCDC126,Low
MAX,CCDC124,Low
MAX,CCDC121,Low
MAX,CCDC115,Low
MAX,CCDC114,Low
MAX,CCDC106,Low
MAX,CCDC101,Low
MAX,CC2D1A,Low
MAX,CBX6,Low
MAX,CBX3P2,Low
MAX,CBWD6,Low
MAX,CBWD5,Low
MAX,CBWD3,Low
MAX,CBWD2,Low
MAX,CBWD1,Low
MAX,CBS,Low
MAX,CBR1,Low
MAX,CBLN1,Low
MAX,CAST,Low
MAX,CASP8,Low
MAX,CASK,Low
MAX,CASC2,Low
MAX,CARS2,Low
MAX,CARD9,Low
MAX,CARD16,Low
MAX,CARD14,Low
MAX,CAPNS1,Low
MAX,CAPN7,Low
MAX,CAPN2,Low
MAX,CAPN10,Low
MAX,CAPG,Low
MAX,CAND1,Low
MAX,CAMTA2,Low
MAX,CAMTA1,Low
MAX,CAMSAP1,Low
MAX,CAMP,Low
MAX,CAMKV,Low
MAX,CAMKK2,Low
MAX,CAMK4,Low
MAX,CAMK2G,Low
MAX,CALB2,Low
MAX,CAHM,Low
MAX,CAGE1,Low
MAX,CADPS2,Low
MAX,CACNA1H,Low
MAX,CACNA1G,Low
MAX,C9orf96,Low
MAX,C9orf91,Low
MAX,C9orf78,Low
MAX,C9orf43,Low
MAX,C9orf40,Low
MAX,C9orf172,Low
MAX,C9orf116,Low
MAX,C9orf106,Low
MAX,C8orf86,Low
MAX,C8orf58,Low
MAX,C8orf40,Low
MAX,C7orf63,Low
MAX,C7orf59,Low
MAX,C7orf57,Low
MAX,C7orf43,Low
MAX,C7orf42,Low
MAX,C7orf25,Low
MAX,C7orf23,Low
MAX,C6orf62,Low
MAX,C6orf225,Low
MAX,C6orf222,Low
MAX,C6orf211,Low
MAX,C6orf201,Low
MAX,C6orf120,Low
MAX,C5orf55,Low
MAX,C5orf45,Low
MAX,C5orf42,Low
MAX,C5orf28,Low
MAX,C4orf52,Low
MAX,C4orf37,Low
MAX,C4orf33,Low
MAX,C4orf3,Low
MAX,C4orf29,Low
MAX,C4B,Low
MAX,C4A,Low
MAX,C3orf80,Low
MAX,C3orf78,Low
MAX,C3orf75,Low
MAX,C3orf71,Low
MAX,C3orf58,Low
MAX,C3orf43,Low
MAX,C3orf26,Low
MAX,C3orf25,Low
MAX,C3orf19,Low
MAX,C3orf17,Low
MAX,C2orf89,Low
MAX,C2orf77,Low
MAX,C2orf76,Low
MAX,C2orf71,Low
MAX,C2orf63,Low
MAX,C2orf56,Low
MAX,C2orf28,Low
MAX,C2CD2L,Low
MAX,C2CD2,Low
MAX,C22orf46,Low
MAX,C22orf26,Low
MAX,C22orf23,Low
MAX,C21orf91-OT1,Low
MAX,C21orf91,Low
MAX,C21orf90,Low
MAX,C21orf58,Low
MAX,C21orf56,Low
MAX,C21orf2,Low
MAX,C20orf27,Low
MAX,C20orf24,Low
MAX,C20orf112,Low
MAX,C1orf86,Low
MAX,C1orf226,Low
MAX,C1orf216,Low
MAX,C1orf212,Low
MAX,C1orf204,Low
MAX,C1orf201,Low
MAX,C1orf198,Low
MAX,C1orf187,Low
MAX,C1orf186,Low
MAX,C1orf151-NBL1,Low
MAX,C1orf144,Low
MAX,C1orf131,Low
MAX,C1orf111,Low
MAX,C1orf100,Low
MAX,C1QTNF2,Low
MAX,C1QC,Low
MAX,C19orf73,Low
MAX,C19orf70,Low
MAX,C19orf60,Low
MAX,C19orf6,Low
MAX,C19orf47,Low
MAX,C19orf44,Low
MAX,C19orf43,Low
MAX,C19orf40,Low
MAX,C19orf24,Low
MAX,C19orf21,Low
MAX,C19orf10,Low
MAX,C18orf8,Low
MAX,C17orf99,Low
MAX,C17orf96,Low
MAX,C17orf80,Low
MAX,C17orf79,Low
MAX,C17orf72,Low
MAX,C17orf70,Low
MAX,C17orf62,Low
MAX,C17orf61-PLSCR3,Low
MAX,C17orf61,Low
MAX,C17orf59,Low
MAX,C17orf56,Low
MAX,C17orf49,Low
MAX,C17orf39,Low
MAX,C17orf109,Low
MAX,C17orf107,Low
MAX,C17orf105,Low
MAX,C17orf102,Low
MAX,C16orf79,Low
MAX,C16orf71,Low
MAX,C16orf7,Low
MAX,C16orf59,Low
MAX,C16orf53,Low
MAX,C16orf5,Low
MAX,C16orf42,Low
MAX,C16orf13,Low
MAX,C15orf61,Low
MAX,C15orf59,Low
MAX,C15orf57,Low
MAX,C15orf55,Low
MAX,C15orf40,Low
MAX,C15orf39,Low
MAX,C15orf34,Low
MAX,C15orf33,Low
MAX,C14orf93,Low
MAX,C14orf49,Low
MAX,C14orf28,Low
MAX,C14orf23,Low
MAX,C14orf2,Low
MAX,C14orf162,Low
MAX,C14orf159,Low
MAX,C14orf149,Low
MAX,C14orf133,Low
MAX,C12orf73,Low
MAX,C12orf52,Low
MAX,C12orf49,Low
MAX,C12orf45,Low
MAX,C12orf43,Low
MAX,C12orf32,Low
MAX,C12orf23,Low
MAX,C12orf10,Low
MAX,C11orf9,Low
MAX,C11orf54,Low
MAX,C11orf48,Low
MAX,C11orf46,Low
MAX,C11orf31,Low
MAX,C11orf30,Low
MAX,C11orf24,Low
MAX,C11orf20,Low
MAX,C11orf1,Low
MAX,C10orf76,Low
MAX,C10orf71,Low
MAX,C10orf53,Low
MAX,C10orf46,Low
MAX,C10orf128,Low
MAX,C10orf125,Low
MAX,C10orf118,Low
MAX,C10orf116,Low
MAX,BZW2,Low
MAX,BZW1,Low
MAX,BYSL,Low
MAX,BUD31,Low
MAX,BTN3A2,Low
MAX,BTG1,Low
MAX,BTF3L4,Low
MAX,BTBD7,Low
MAX,BTBD19,Low
MAX,BTBD10,Low
MAX,BST2,Low
MAX,BSG,Low
MAX,BSDC1,Low
MAX,BRWD1-IT2,Low
MAX,BRWD1,Low
MAX,BRSK1,Low
MAX,BRS3,Low
MAX,BRP44L,Low
MAX,BROX,Low
MAX,BRI3BP,Low
MAX,BRD9,Low
MAX,BRCA2,Low
MAX,BPNT1,Low
MAX,BOLA3-AS1,Low
MAX,BOLA1,Low
MAX,BOK-AS1,Low
MAX,BOD1,Low
MAX,BNIP3,Low
MAX,BMPR1A,Low
MAX,BMP2K,Low
MAX,BLVRB,Low
MAX,BLOC1S3,Low
MAX,BLMH,Low
MAX,BLCAP,Low
MAX,BK250D10.8,Low
MAX,BIVM,Low
MAX,BIRC7,Low
MAX,BIRC5,Low
MAX,BIRC2,Low
MAX,BID,Low
MAX,BHLHE41,Low
MAX,BHLHE23,Low
MAX,BHLHB9,Low
MAX,BFSP1,Low
MAX,BEX4,Low
MAX,BEX2,Low
MAX,BEST3,Low
MAX,BEND6,Low
MAX,BDNF,Low
MAX,BDKRB1,Low
MAX,BCS1L,Low
MAX,BCR,Low
MAX,BCOR,Low
MAX,BCLAF1,Low
MAX,BCL7C,Low
MAX,BCL7B,Low
MAX,BCL6,Low
MAX,BCL2L2-PABPN1,Low
MAX,BCL2L2,Low
MAX,BCL2L1,Low
MAX,BCL11B,Low
MAX,BCKDK,Low
MAX,BCDIN3D,Low
MAX,BCAR3,Low
MAX,BCAP31,Low
MAX,BBS9,Low
MAX,BBS5,Low
MAX,BBC3,Low
MAX,BAZ1A,Low
MAX,BAX,Low
MAX,BATF2,Low
MAX,BASP1,Low
MAX,BAG1,Low
MAX,BACH2,Low
MAX,BACH1,Low
MAX,B9D2,Low
MAX,B4GALT5,Low
MAX,B4GALT1,Low
MAX,B4GALNT4,Low
MAX,B3GNTL1,Low
MAX,B3GNT2,Low
MAX,B3GAT3,Low
MAX,B3GALT2,Low
MAX,B3GALNT2,Low
MAX,AZI1,Low
MAX,AXIN1,Low
MAX,AVP,Low
MAX,AVEN,Low
MAX,AURKC,Low
MAX,AURKAPS1,Low
MAX,ATXN7L3,Low
MAX,ATPAF2,Low
MAX,ATPAF1,Low
MAX,ATP9B,Low
MAX,ATP7A,Low
MAX,ATP6V1G1,Low
MAX,ATP6V1F,Low
MAX,ATP6V1E1,Low
MAX,ATP6V1C1,Low
MAX,ATP6V1A,Low
MAX,ATP6V0E2,Low
MAX,ATP5G1,Low
MAX,ATP5F1,Low
MAX,ATP5A1,Low
MAX,ATP1B1,Low
MAX,ATP1A1,Low
MAX,ATP13A2,Low
MAX,ATOH7,Low
MAX,ATIC,Low
MAX,ATHL1,Low
MAX,ATG9B,Low
MAX,ATG4B,Low
MAX,ATG12,Low
MAX,ATF7IP2,Low
MAX,ATF6,Low
MAX,ASXL1,Low
MAX,ASPSCR1,Low
MAX,ASPH,Low
MAX,ASNA1,Low
MAX,ASL,Low
MAX,ASIC4,Low
MAX,ASB7,Low
MAX,MIR26A1,Low
MAX,ASB6,Low
MAX,ASB2,Low
MAX,ASB14,Low
MAX,ASB13,Low
MAX,ASAP3,Low
MAX,ASAH1,Low
MAX,ARX,Low
MAX,ART5,Low
MAX,ART1,Low
MAX,ARSG,Low
MAX,ARSA,Low
MAX,ARRDC2,Low
MAX,ARRB2,Low
MAX,ARPC5L,Low
MAX,ARMCX6,Low
MAX,ARMC6,Low
MAX,ARMC5,Low
MAX,ARMC12,Low
MAX,ARMC1,Low
MAX,ARL6IP4,Low
MAX,ARL5B,Low
MAX,ARL4A,Low
MAX,ARL3,Low
MAX,ARL2-SNX15,Low
MAX,ARL2,Low
MAX,ARL16,Low
MAX,ARL15,Low
MAX,ARL11,Low
MAX,ARL1,Low
MAX,ARIH2,Low
MAX,ARIH1,Low
MAX,ARID3A,Low
MAX,ARHGEF3-AS1,Low
MAX,ARHGEF16,Low
MAX,ARHGEF10,Low
MAX,ARHGDIA,Low
MAX,ARHGAP27,Low
MAX,ARHGAP26,Low
MAX,ARHGAP22,Low
MAX,ARHGAP20,Low
MAX,ARHGAP15,Low
MAX,ARHGAP12,Low
MAX,ARFGAP3,Low
MAX,ARF4,Low
MAX,ARF1,Low
MAX,ARAP1,Low
MAX,AQP5,Low
MAX,AQP3,Low
MAX,AQP2,Low
MAX,APRT,Low
MAX,APOC1,Low
MAX,APOA5,Low
MAX,APITD1-CORT,Low
MAX,APITD1,Low
MAX,APIP,Low
MAX,APEX1,Low
MAX,APEH,Low
MAX,AP5Z1,Low
MAX,AP4E1,Low
MAX,AP4B1,Low
MAX,AP3S1,Low
MAX,AP3M2,Low
MAX,AP2M1,Low
MAX,AP2B1,Low
MAX,ANXA4,Low
MAX,ANXA2R,Low
MAX,ANP32A,Low
MAX,ANO8,Low
MAX,ANLN,Low
MAX,ANKZF1,Low
MAX,ANKS3,Low
MAX,ANKRD49,Low
MAX,ANKRD45,Low
MAX,ANKRD42,Low
MAX,ANKRD40,Low
MAX,ANKRD37,Low
MAX,ANKRD34A,Low
MAX,ANKRD31,Low
MAX,ANKRD29,Low
MAX,ANKRD28,Low
MAX,ANKRD27,Low
MAX,ANKRD17,Low
MAX,ANKRD13D,Low
MAX,ANKRD13A,Low
MAX,ANKRD11,Low
MAX,ANKRA2,Low
MAX,ANKMY1,Low
MAX,ANKIB1,Low
MAX,ANKHD1-EIF4EBP3,Low
MAX,ANKHD1,Low
MAX,ANGPTL4,Low
MAX,ANGPT1,Low
MAX,ANGEL1,Low
MAX,ANAPC7,Low
MAX,ANAPC13,Low
MAX,AMPD3,Low
MAX,AMN1,Low
MAX,AMMECR1L,Low
MAX,AMMECR1,Low
MAX,AMIGO1,Low
MAX,AMICA1,Low
MAX,AMDHD1,Low
MAX,ALX1,Low
MAX,ALOXE3,Low
MAX,ALKBH8,Low
MAX,ALKBH2,Low
MAX,ALG6,Low
MAX,ALG3,Low
MAX,ALDOC,Low
MAX,ALDH5A1,Low
MAX,ALDH4A1,Low
MAX,ALDH3B1,Low
MAX,ALDH3A2,Low
MAX,ALAD,Low
MAX,AKT1S1,Low
MAX,AKR1A1,Low
MAX,AKNA,Low
MAX,AKAP8,Low
MAX,AKAP4,Low
MAX,AKAP12,Low
MAX,AKAP10,Low
MAX,AK7,Low
MAX,AK4,Low
MAX,AK2,Low
MAX,AK1,Low
MAX,AIRE,Low
MAX,AIMP1,Low
MAX,AIG1,Low
MAX,AIFM2,Low
MAX,AIF1L,Low
MAX,AIDA,Low
MAX,AHSA1,Low
MAX,AHNAK2,Low
MAX,AHCYL2,Low
MAX,AHCY,Low
MAX,AGXT2L2,Low
MAX,AGTRAP,Low
MAX,AGPAT5,Low
MAX,AGPAT3,Low
MAX,AGPAT2,Low
MAX,AGPAT1,Low
MAX,AGL,Low
MAX,AGAP11,Low
MAX,AGAP1,Low
MAX,AFMID,Low
MAX,AFG3L2,Low
MAX,AFF4,Low
MAX,AFAP1-AS1,Low
MAX,AEN,Low
MAX,ADSSL1,Low
MAX,ADRA2B,Low
MAX,ADORA2B,Low
MAX,ADNP2,Low
MAX,ADNP,Low
MAX,ADHFE1,Low
MAX,ADD2,Low
MAX,ADCK5,Low
MAX,ADCK3,Low
MAX,ADCK1,Low
MAX,ADAT2,Low
MAX,ADAMTS6,Low
MAX,ADAMTS3,Low
MAX,ADAMTS19,Low
MAX,ADAM15,Low
MAX,ADAM10,Low
MAX,ACY3,Low
MAX,ACY1,Low
MAX,ACVR1B,Low
MAX,ACTRT3,Low
MAX,ACTRT2,Low
MAX,ACTR5,Low
MAX,ACTR3C,Low
MAX,ACTR3B,Low
MAX,ACTR2,Low
MAX,ACTN2,Low
MAX,ACTL8,Low
MAX,ACTL6A,Low
MAX,ACSL1,Low
MAX,ACSF2,Low
MAX,ACR,Low
MAX,ACP1,Low
MAX,ACOX1,Low
MAX,ACOT9,Low
MAX,ACOT7,Low
MAX,ACLY,Low
MAX,ACIN1,Low
MAX,ACHE,Low
MAX,ACD,Low
MAX,ACBD6,Low
MAX,ACAT1,Low
MAX,ACAP3,Low
MAX,ACAP2,Low
MAX,ACADSB,Low
MAX,ACAA1,Low
MAX,ABT1,Low
MAX,ABR,Low
MAX,ABLIM3,Low
MAX,ABL1,Low
MAX,ABHD6,Low
MAX,ABHD16A,Low
MAX,ABCG2,Low
MAX,ABCG1,Low
MAX,ABCF2,Low
MAX,ABCF1,Low
MAX,ABCD1,Low
MAX,ABCC4,Low
MAX,ABCC1,Low
MAX,ABCB8,Low
MAX,ABCB7,Low
MAX,ABCB6,Low
MAX,ABCA7,Low
MAX,ABCA3,Low
MAX,ABCA17P,Low
MAX,ABCA1,Low
MAX,AATF,Low
MAX,AASDHPPT,Low
MAX,AARSD1,Low
MAX,A2LD1,Low
MAX,MOB3B,Low
MAX,STAT6,Low
MAX,TARS,Low
MAX,TBC1D12,Low
MAX,TBC1D13,Low
MAX,TBC1D14,Low
MAX,TBC1D15,Low
MAX,TRNP1,Low
MAX,TBC1D20,Low
MAX,TBC1D8,Low
MAX,TBC1D24,Low
MAX,TBC1D7,Low
MAX,TASP1,Low
MAX,RRP12,Low
MAX,TATDN1,Low
MAX,MIR27A,Low
MAX,MIR3064,Low
MAX,MPV17L2,Low
MAX,TAS1R3,Low
MAX,MIR23A,Low
MAX,MIR3190,Low
MAX,TAF9,Low
MAX,TARBP2,Low
MAX,MIR3191,Low
MAX,MIR3199-2,Low
MAX,TAPBP,Low
MAX,STBD1,Low
MAX,TAGLN2,Low
MAX,PTGER3,Low
MAX,TALDO1,Low
MAX,TAMM41,Low
MAX,TAP2,Low
MAX,MIR24-2,Low
MAX,STIP1,Low
MAX,SULT1A4,Low
MAX,SYT14,Low
MAX,TAF1A,Low
MAX,TAF8,Low
MAX,TAF1D,Low
MAX,TAF5L,Low
MAX,TAF6,Low
MAX,SYT3,Low
MAX,TADA2A,Low
MAX,TAF1,Low
MAX,TAF12,Low
MAX,SYT5,Low
MAX,TADA1,Low
MAX,SYTL3,Low
MAX,TACSTD2,Low
MAX,SUMF1,Low
MAX,SYCP1,Low
MAX,SYPL2,Low
MAX,SYS1-DBNDD2,Low
MAX,SYS1,Low
MAX,SYCP2L,Low
MAX,SYNJ2,Low
MAX,SYNRG,Low
MAX,SYDE2,Low
MAX,SYNGR2,Low
MAX,EVC,Low
MAX,SUMO3,Low
MAX,SURF6,Low
MAX,SUV39H2,Low
MAX,SYCE1L,Low
MAX,SUPT16H,Low
MAX,SURF2,Low
MAX,SUPV3L1,Low
MAX,SURF1,Low
MAX,MIR3194,Low
MAX,STK10,Low
MAX,STYXL1,Low
MAX,SULT1A3,Low
MAX,SUB1,Low
MAX,SULT1A1,Low
MAX,SUCLG2,Low
MAX,SUGT1P3,Low
MAX,STRBP,Low
MAX,STX4,Low
MAX,STX6,Low
MAX,STXBP1,Low
MAX,STRC,Low
MAX,STT3B,Low
MAX,STX2,Low
MAX,STX10,Low
MAX,STX18,Low
MAX,STK17B,Low
MAX,STMN1,Low
MAX,STRADA,Low
MAX,STRAP,Low
MAX,STMN3,Low
MAX,STRA6,Low
MAX,STMN4,Low
MAX,STOML1,Low
MAX,STK19,Low
MAX,STK4,Low
MAX,STK4-AS1,Low
MAX,STK40,Low
MAX,STK25,Low
MAX,STK35,Low
MAX,STK32C,Low
MAX,STK33,Low
MAX,MIR3065,Low
MAX,MIR3143,Low
MAX,MORC1,Low
MAX,RRP15,Low
MAX,SPATA25,Low
MAX,SRSF2,Low
MAX,STAG3L2,Low
MAX,TRNT1,Low
MAX,STAG3L3,Low
MAX,STARD9,Low
MAX,STAT5A,Low
MAX,STAT5B,Low
MAX,STAG3L4,Low
MAX,STARD13,Low
MAX,STAR,Low
MAX,STARD10,Low
MAX,SLC39A11,Low
MAX,SSU72,Low
MAX,ST7-AS1,Low
MAX,STAG3L1,Low
MAX,SSX2IP,Low
MAX,ST6GALNAC4,Low
MAX,ST3GAL1,Low
MAX,ST3GAL4,Low
MAX,SRSF6,Low
MAX,SRSF7,Low
MAX,SSR1,Low
MAX,SSR3,Low
MAX,SSTR1,Low
MAX,SRSF8,Low
MAX,SSH3,Low
MAX,SSB,Low
MAX,SSBP4,Low
MAX,SPCS1,Low
MAX,SRC,Low
MAX,SRP72,Low
MAX,SRRM1,Low
MAX,SRP9,Low
MAX,SRRD,Low
MAX,SRPK2,Low
MAX,SRPR,Low
MAX,SRD5A1,Low
MAX,SRL,Low
MAX,SRP19,Low
MAX,SRP54,Low
MAX,SRD5A3,Low
MAX,SREK1IP1,Low
MAX,SREBF1,Low
MAX,SREK1,Low
MAX,SPDYC,Low
MAX,SPNS2,Low
MAX,SPTBN4,Low
MAX,SQSTM1,Low
MAX,SPOCD1,Low
MAX,SPSB1,Low
MAX,SPRYD3,Low
MAX,SPRYD7,Low
MAX,SPECC1,Low
MAX,SPIB,Low
MAX,SPIN2B,Low
MAX,SPNS1,Low
MAX,SPG20,Low
MAX,SPHK1,Low
MAX,SPG20OS,Low
MAX,SPG21,Low
MAX,MIR3153,Low
MAX,SLC39A13,Low
MAX,SNORD77,Low
MAX,SOLH,Low
MAX,SPAG4,Low
MAX,SPAG7,Low
MAX,SPATA2,Low
MAX,SPATA21,Low
MAX,SORBS3,Low
MAX,SOX21,Low
MAX,SP100,Low
MAX,SP5,Low
MAX,SORD,Low
MAX,SOX12,Low
MAX,SOST,Low
MAX,SOX11,Low
MAX,SNORD78,Low
MAX,SNX33,Low
MAX,SOD2,Low
MAX,SOHLH2,Low
MAX,SNX5,Low
MAX,SOCS1,Low
MAX,SOCS5,Low
MAX,SNX8,Low
MAX,SOAT1,Low
MAX,SNORD79,Low
MAX,SNX16,Low
MAX,SNX32,Low
MAX,SNX17,Low
MAX,SNX30,Low
MAX,SNORD80,Low
MAX,SNRPD1,Low
MAX,SNX13,Low
MAX,SNORD81,Low
MAX,SNRPC,Low
MAX,SNORD84,Low
MAX,SNRNP48,Low
MAX,SNRNP70,Low
MAX,SNRPA,Low
MAX,SNORD87,Low
MAX,SNORD93,Low
MAX,SNRNP25,Low
MAX,MOCOS,Low
MAX,SLC39A14,Low
MAX,SNHG4,Low
MAX,SNORA74A,Low
MAX,SNORD37,Low
MAX,SNORD66,Low
MAX,SNORD68,Low
MAX,SNORD76,Low
MAX,SNORD7,Low
MAX,SNORD74,Low
MAX,SNORD75,Low
MAX,SNORD42A,Low
MAX,SNORD4B,Low
MAX,SNORD51,Low
MAX,SNORD60,Low
MAX,SNORD50A,Low
MAX,SNORD50B,Low
MAX,SNORD42B,Low
MAX,SNORD4A,Low
MAX,SNORD44,Low
MAX,SNORD47,Low
MAX,SNORA74B,Low
MAX,SNORA84,Low
MAX,SNORD12C,Low
MAX,SNORD35A,Low
MAX,SNORD32A,Low
MAX,SNORD33,Low
MAX,SNORD34,Low
MAX,SNORA9,Low
MAX,SNORD12,Low
MAX,SNORD126,Low
MAX,SNORD12B,Low
MAX,SNORD10,Low
MAX,SNORA78,Low
MAX,SNORA80B,Low
MAX,SNORA7A,Low
MAX,SNHG5,Low
MAX,SNORA62,Low
MAX,SNORA71D,Low
MAX,SNORA64,Low
MAX,SNORA70,Low
MAX,SNORA71C,Low
MAX,SNORA67,Low
MAX,SNORA69,Low
MAX,SNHG6,Low
MAX,SNORA43,Low
MAX,SNORA6,Low
MAX,SNORA45,Low
MAX,SNORA48,Low
MAX,SNHG7,Low
MAX,SNORA21,Low
MAX,SNORA3,Low
MAX,SNORA40,Low
MAX,SNORA41,Low
MAX,SNORA24,Low
MAX,SNORA26,Low
MAX,SNHG8,Low
MAX,SNN,Low
MAX,SNORA10,Low
MAX,SNORA17,Low
MAX,SNHG9,Low
MAX,SNIP1,Low
MAX,MORC2,Low
MAX,SLC39A6,Low
MAX,SMCR8,Low
MAX,SNAP47,Low
MAX,SNAR-A4,Low
MAX,SNAR-C2,Low
MAX,SNAR-C5,Low
MAX,SNHG10,Low
MAX,SNHG15,Low
MAX,SNAR-A5,Low
MAX,SNAR-A8,Low
MAX,SNAR-C1,Low
MAX,SNAR-A9,Low
MAX,SNAR-A6,Low
MAX,SNAR-A7,Low
MAX,SNAPC4,Low
MAX,SNAR-A1,Low
MAX,SNAR-A14,Low
MAX,SNAR-A2,Low
MAX,SNAR-A3,Low
MAX,SNAR-A10,Low
MAX,SNAR-A11,Low
MAX,SNAPC5,Low
MAX,SMEK2,Low
MAX,SMPDL3A,Low
MAX,SNAI1,Low
MAX,SNAI2,Low
MAX,SNAP29,Low
MAX,SMPDL3B,Low
MAX,SMYD2,Low
MAX,SMG1,Low
MAX,SMG9,Low
MAX,SMG5,Low
MAX,SMG7,Low
MAX,SMG6,Low
MAX,MORF4L2,Low
MAX,MORN1,Low
MAX,MOSPD2,Low
MAX,MPG,Low
MAX,MPHOSPH6,Low
MAX,MPRIP,Low
MAX,MPV17,Low
MAX,MPHOSPH9,Low
MAX,MPP3,Low
MAX,SLCO4A1,Low
MAX,SMARCD1,Low
MAX,SMARCD3,Low
MAX,SMCHD1,Low
MAX,SLCO5A1,Low
MAX,SLX1B,Low
MAX,SLX1A,Low
MAX,SLC3A2,Low
MAX,SLC7A6,Low
MAX,SLC9A3R2,Low
MAX,SLC7A8,Low
MAX,SLC41A3,Low
MAX,SLC5A6,Low
MAX,SLC7A5P2,Low
MAX,SLC6A2,Low
MAX,SLC7A5P1,Low
MAX,SLC6A9,Low
MAX,SLC43A3,Low
MAX,SLC47A2,Low
MAX,SLC5A11,Low
MAX,SLC44A4,Low
MAX,SLC46A1,Low
MAX,SLC45A2,Low
MAX,RRP1B,Low
MAX,SCRIB,Low
MAX,SERPIND1,Low
MAX,SLAMF8,Low
MAX,SLC27A5,Low
MAX,SLC35E2,Low
MAX,SLC38A7,Low
MAX,SLC38A9,Low
MAX,TROVE2,Low
MAX,SLC39A1,Low
MAX,SLC35E2B,Low
MAX,SLC37A4,Low
MAX,SLC38A5,Low
MAX,SLC35E3,Low
MAX,SLC35F2,Low
MAX,SLC36A4,Low
MAX,SLC29A1,Low
MAX,SLC31A1,Low
MAX,SLC35C1,Low
MAX,SLC35C2,Low
MAX,SLC35A3,Low
MAX,SLC35B3,Low
MAX,SLC35A4,Low
MAX,SLC35B2,Low
MAX,SLC29A2,Low
MAX,SLC30A3,Low
MAX,SLC30A7,Low
MAX,SLC2A13,Low
MAX,SLC2A8,Low
MAX,SLC30A1,Low
MAX,SLC2A4,Low
MAX,SLC2A6,Low
MAX,SLBP,Low
MAX,SLC25A10,Low
MAX,SLC25A44,Low
MAX,SLC27A1,Low
MAX,SLC27A2,Low
MAX,SLC27A3,Low
MAX,SLC25A45,Low
MAX,SLC26A11,Low
MAX,SLC26A2,Low
MAX,SLC25A46,Low
MAX,SLC26A10,Low
MAX,SLC25A6,Low
MAX,SLC25A13,Low
MAX,SLC25A28,Low
MAX,SLC25A40,Low
MAX,SLC25A43,Low
MAX,SLC25A32,Low
MAX,SLC25A37,Low
MAX,SLC25A36,Low
MAX,SLC25A15,Low
MAX,SLC25A25,Low
MAX,SLC25A27,Low
MAX,SLC25A19,Low
MAX,SLC25A22,Low
MAX,SLC10A4,Low
MAX,SLC1A6,Low
MAX,SLC22A4,Low
MAX,SLC24A6,Low
MAX,SLC25A1,Low
MAX,SLC20A1,Low
MAX,SLC20A2,Low
MAX,SLC22A23,Low
MAX,SLC10A7,Low
MAX,SLC16A3,Low
MAX,SLC1A5,Low
MAX,SLC16A9,Low
MAX,SLC19A1,Low
MAX,SLC12A6,Low
MAX,SLC13A3,Low
MAX,SLC16A1,Low
MAX,SLC12A7,Low
MAX,SLC12A9,Low
MAX,SERPINE1,Low
MAX,SGOL1,Low
MAX,SIAH1,Low
MAX,SIRT5,Low
MAX,SKP1,Low
MAX,SKP2,Low
MAX,SIX2,Low
MAX,SKIV2L2,Low
MAX,SKINTL,Low
